Scenario,DLP,1,Scenario 1.0 (Psetup1),,Set-up Disneyland Hotel,,
Req,DLR,3.3,4.03,Offer,Provide the user the ability to search availability by specific dates and a single or combination of product types. ,Inventory Management,"Search Dates and a Single Product Type or Combination of Product Types (Accommodation, Food & Beverage, Admissions, Services, Etc.) "
Req,DLR,3.3,4.09,Offer,Provide the ability for a user to select single or multiple sales offers to continue for booking.,Order Management,Offer Selection
Req,DLR,3.3,5.26,Sales Management,Provide an interface that allows the user to book a reservation.,Order Management,Manage Reservations
Sub,DLR,3.4,Sub-Scenario 3.4 (DAvailMan1.4),,Check engaged quantity after booking,,
Req,DLR,3.4,4.06,Offer,Provide an interface that allows a user to locate product availability.,Order Management,Search Product Availability
Sub,DLR,3.5,Sub-Scenario 3.5 (DValMan1.5),,Check price on reservation,,
Req,DLR,3.5,1.28,Pricing,"Provide the ability to define and configure the price of a product based on multiple product dimensions such as, but not limited to, buyer type, seller type, sales dates and fulfillment dates.",Product Management,Pricing
Sub,DLR,3.6,Sub-Scenario 3.6 (DValMan1.6),,Check price on end of year cross over,,
Req,DLR,3.6,5.04,Sales Management,"Provide the user the ability to calculate gross price based on net price for a sales order item (for example, determining ""rack"" rate)",Order Management,Manage Sales Orders
Sub,DLR,3.7,Sub-Scenario 3.7 (DModMan1.7),,"Add 1A, Change to 5 nights - Package RS44GT1SS is used for both a 4 night or 5 night stay",,
Req,DLR,3.7,1.26,Product,"Provide the ability to administer sales order-based business rules to include order modification, cancellation and cancellation fees. ",Product Management,Product Sales Policies
Req,DLR,3.7,1.36,Product,"Provide the user with a product offering lookup / search function to look up product offerings based on a range of characteristics (i.e. product offering name, product association, etc).",Order Management,Product Offer
Req,DLR,3.7,1.40,Product,"Provide the ability to administer sales order-based business rules to include order modification, cancellation and cancellation fees. ",Product Management,Sales Order Management Rules
Req,DLR,3.7,4.01,Offer,Provide an accessible interface that allows the ability to search availability based on guest preferences or parameters.,Inventory Management,Search Availability based on Guest Preferences or Parameters
Req,DLR,3.7,4.03,Offer,Provide the user the ability to search availability by specific dates and a single or combination of product types. ,Inventory Management,"Search Dates and a Single Product Type or Combination of Product Types (Accommodation, Food & Beverage, Admissions, Services, Etc.) "
Req,DLR,3.7,4.09,Offer,Provide the ability for a user to select single or multiple sales offers to continue for booking.,Order Management,Offer Selection
Req,DLR,3.7,5.26,Sales Management,Provide an interface that allows the user to book a reservation.,Order Management,Manage Reservations
Req,DLR,3.7,5.27,Sales Management,Provide the user the ability to add a customer to an existing sales order as part of the booking process.,Order Management,Manage Reservations
Sub,DLR,3.8,Sub-Scenario 3.8 (DAvailMan1.8),,"Check engaged quantity after modification for S, D, T, Q and additional night",,
Req,DLR,3.8,4.06,Offer,Provide an interface that allows a user to locate product availability.,Order Management,Search Product Availability
Sub,DLR,3.9,Sub-Scenario 3.9 (DCxlMan1.9),,Cancel entire reservation,,
Req,DLR,3.9,1.26,Product,"Provide the ability to administer sales order-based business rules to include order modification, cancellation and cancellation fees. ",Product Management,Product Sales Policies
Req,DLR,3.9,1.40,Product,"Provide the ability to administer sales order-based business rules to include order modification, cancellation and cancellation fees. ",Product Management,Sales Order Management Rules
Sub,DLR,3.10,Sub-Scenario 3.10 (DAvailMan1.10),,Check engaged quantity after cancellation - room should be back available,,
Req,DLR,3.10,4.06,Offer,Provide an interface that allows a user to locate product availability.,Order Management,Search Product Availability
Scenario,DLP,4,Scenario 4.0 (PSetup3),,Configure Mandatory and Non-Mandatory Information for Distribution Channels,,
Sub,DLP,4.1,Sub-Scenario 4.1,,,,
Req,DLP,4.1,2.14,Party,"Provide an interface that allows for the user to create and manage seller types (search, update, delete). Ex.: call center, online, wholesaler. 
",Party Management,Seller Types
Req,DLP,4.1,3.11,Party,Provide the user the ability to associate a sales contract to an existing product.,Party Management,
Scenario,DLP,5.0,Scenario 5.0 (PSetup17),,Set-up Buffalo Bill's Wild West Show,,
Sub,DLP,5.1,Sub-Scenario 5.1,,Set-up multiple shows and multiple seat types per show at Buffalo Bill's Wild West Show.,,
Req,DLP,5.1,1.73,Product Pricing,"Define Product Cost: Ability to build and change independent costs/margins/adjustments/restrictions for air, hotel, transportation, features, and cruise",Product Management,Product Price Planning
Req,DLP,5.1,1.74,Product Pricing,Define Product Cost: Ability to capture per person pricing,Product Management,Product Price Planning
Req,DLP,5.1,1.75,Product Pricing,"Define Product Cost: Ability to price components as per person, per package, per adult, per room, etc.",Product Management,Product Price Planning
Req,DLP,5.1,3.11,Party,Provide the user the ability to associate a sales contract to an existing product.,Party Management,
Scenario,WDW,6.0,Scenario 6.0 (WPBMan1),,"Manual Product Load of Component and Contract - Room, tickets (with 180 days fulfillment voucher) and sports package",,
Sub,WDW,6.1,Sub-Scenario 6.1 (WPBMan1.1),,"Create a Caribben beach - standard room, 1 day park hopper with 180 days fulfillment voucher, Sports Package - 14 QSR X CNTRY CLASSIC including compulsary components and participant and spectator ticket add-ons from pre-load",,
Req,WDW,6.1,1.02,Assets,"Provide user with the ability to manage assets (create/duplicate, search, display, update, deactivate/reactivate based on asset features, attributes and characteristics (i.e. asset name, asset type, asset category, etc).",Product Management,Asset Management
Req,WDW,6.1,1.04,Product,"Provide user with the ability to manage products (create/duplicate, search, display, update, deactivate/reactivate based on product features, attributes and characteristics (i.e. product name, product type, product category, etc).",Product Management,Product Set-up
Req,WDW,6.1,1.07,Product,"Provide the ability to assign and unassign product attributes, categories, classifications, and features to products for product management and fulfillment purposes.",Product Management,Product Set-up
Req,WDW,6.1,1.14,Product,"Provide an interface that allows for a product to be located, updated and saved.",Order Management,Product Set-up
Req,WDW,6.1,1.15,Product,Provide the ability to associate a product to one or more assets to manage availability needs of an order.,Product Management,Product Set-up
Req,WDW,6.1,1.17,Product,"Provide an interface that allows for the user to create and manage sales date definitions for a single product supporting continuous sales dates, gaps between sales dates and preventing disparate same date definitions.",Product Management,Product Sales Dates
Req,WDW,6.1,1.20,Product,"Provide an interface that allows for the user to create and manage fulfillment date definitions for a single product supporting continuous fulfillment dates, gaps between sales dates and preventing disparate same date definitions.",Product Management,Product Fulfillment Dates
Req,WDW,6.1,1.23,Product,Provide an interface that allows a user to locate and delete a fulfillment date for a specific product.,Product Management,Product Fulfillment Dates
Req,WDW,6.1,1.24,Product,"Provide an interface that allows the user to create and administer business rules for accounting, pricing and sales order management activities.",Product Management,Business Rules
Req,WDW,6.1,1.27,Pricing,"Provide the ability to define and manage a unique price for a stand-alone product, a package of products and procured products.",Product Management,Pricing
Req,WDW,6.1,1.33,Product,"Provide the ability to create a product offering for a single stand-alone product, a package of multiple products and procured products.",Product Management,Product Offer
Req,WDW,6.1,1.34,Pricing,"Provide the ability to dynamically determine the price of a product using the product's dimensions (such as, but not limited to, buyer type, seller type, sales dates and fulfillment dates).",Order Management,Pricing
Req,WDW,6.1,1.41,Product,Provide the ability to create customer eligibility rules for the product offer process.,Product Management,Eligibility Rules
Req,WDW,6.1,1.50,Inventory,Provide the user with the ability to manually define inventory availability rules for an individual inventory item or a group of inventory items.,Inventory Management,Inventory Configuration
Req,WDW,6.1,1.67,Inventory,"Provide the user the ability to audit product setup (package, inventory, pricing, etc.)",Product Management,Product Set-up
Req,WDW,6.1,1.72,Product Pricing,Ability to Setup Declarative Rate Plan,Product Management,Product Price Configuration
Req,WDW,6.1,3.11,Party,Provide the user the ability to associate a sales contract to an existing product.,Party Management,
Req,WDW,6.1,9.02,Accounting,"Provide the ability to define separate company divisions to ensure accurate accounting management. Ex.: supplier's accounts, addresses, etc.",Order Management,Company Division Definition
Sub,WDW,6.2,Sub-Scenario 6.2 (WBookMan1.2),,Try Booking the sports package QSR X Country Classic for direct consumer with Participant and Spectator Ticket Add-on for 1 night - The system does not allow,,
Req,WDW,6.2,1.11,Product,"Provide the user with a lookup / search function to look up stand-alone Products and Package Products based on key product features, attributes and characteristics.",Order Management,Product Bundling
Req,WDW,6.2,1.36,Product,"Provide the user with a product offering lookup / search function to look up product offerings based on a range of characteristics (i.e. product offering name, product association, etc).",Order Management,Product Offer
Req,WDW,6.2,4.01,Offer,Provide an accessible interface that allows the ability to search availability based on guest preferences or parameters.,Inventory Management,Search Availability based on Guest Preferences or Parameters
Req,WDW,6.2,4.02,Offer,Provide the user the ability to search availability by specific dates and a specific product.,Inventory Management,Search Dates and a Specific Product 
Req,WDW,6.2,4.03,Offer,Provide the user the ability to search availability by specific dates and a single or combination of product types. ,Inventory Management,"Search Dates and a Single Product Type or Combination of Product Types (Accommodation, Food & Beverage, Admissions, Services, Etc.) "
Req,WDW,6.2,4.09,Offer,Provide the ability for a user to select single or multiple sales offers to continue for booking.,Order Management,Offer Selection
Req,WDW,6.2,5.26,Sales Management,Provide an interface that allows the user to book a reservation.,Order Management,Manage Reservations
Sub,WDW,6.3,Sub-Scenario 6.3 (WBookMan1.3),,Book Sports - QSR X Country Classic to validate a Sports Individual can be built and decrements the Group Room Block,,
Req,WDW,6.3,1.11,Product,"Provide the user with a lookup / search function to look up stand-alone Products and Package Products based on key product features, attributes and characteristics.",Order Management,Product Bundling
Req,WDW,6.3,1.26,Product,"Provide the ability to administer sales order-based business rules to include order modification, cancellation and cancellation fees. ",Product Management,Product Sales Policies
Req,WDW,6.3,1.36,Product,"Provide the user with a product offering lookup / search function to look up product offerings based on a range of characteristics (i.e. product offering name, product association, etc).",Order Management,Product Offer
Req,WDW,6.3,1.40,Product,"Provide the ability to administer sales order-based business rules to include order modification, cancellation and cancellation fees. ",Product Management,Sales Order Management Rules
Req,WDW,6.3,4.01,Offer,Provide an accessible interface that allows the ability to search availability based on guest preferences or parameters.,Inventory Management,Search Availability based on Guest Preferences or Parameters
Req,WDW,6.3,4.02,Offer,Provide the user the ability to search availability by specific dates and a specific product.,Inventory Management,Search Dates and a Specific Product 
Req,WDW,6.3,4.03,Offer,Provide the user the ability to search availability by specific dates and a single or combination of product types. ,Inventory Management,"Search Dates and a Single Product Type or Combination of Product Types (Accommodation, Food & Beverage, Admissions, Services, Etc.) "
Req,WDW,6.3,4.09,Offer,Provide the ability for a user to select single or multiple sales offers to continue for booking.,Order Management,Offer Selection
Req,WDW,6.3,5.26,Sales Management,Provide an interface that allows the user to book a reservation.,Order Management,Manage Reservations
Sub,WDW,6.4,Sub-Scenario 6.4 (WAvailMan1.4),,Check engaged quantity after booking,,
Req,WDW,6.4,4.06,Offer,Provide an interface that allows a user to locate product availability.,Order Management,Search Product Availability
Sub,WDW,6.5,Sub-Scenario 6.5 (WValMan1.5),,Check price on reservation,,
Req,WDW,6.5,1.28,Pricing,"Provide the ability to define and configure the price of a product based on multiple product dimensions such as, but not limited to, buyer type, seller type, sales dates and fulfillment dates.",Product Management,Pricing
Sub,WDW,6.6,Sub-Scenario 6.6 (WValMan1.6),,Check commission rate on reservation,,
Req,WDW,6.6,3.05,Commission,Provide an interface that allows the user to manage sales commissions as part of the sales order management process.,Order Management,
Req,WDW,6.6,3.06,Commission,"Provide the ability for the user to set up sales, product and travel agent commissions as part of the sales commissions managing process.",Party Management,
Scenario,DLP,7,Scenario 7.0 (PSetup5),,Set-up Transportation,,
Sub,DLP,7.1,Sub-Scenario 7.1,,Eurostar,,
Req,DLP,7.1,1.41,Product,Provide the ability to create customer eligibility rules for the product offer process.,Product Management,Eligibility Rules
Req,DLP,7.1,1.42,Product,Provide the ability to create product combinability rules for the product offer process.,Product Management,Combinability Rules
Req,DLP,7.1,1.52,Inventory,"Provide the user with the ability to manually and systematically create transportation allotments.  Transportation allotment examples include air transportation, train transportation and rental car transportation).",Inventory Management,Transportation
Req,DLP,7.1,1.64,Inventory,"Provide the user the ability to create transportation profiles including air, train, car and other methods of transportation.",Product Management,Transportation
Req,DLP,7.1,1.73,Product Pricing,"Define Product Cost: Ability to build and change independent costs/margins/adjustments/restrictions for air, hotel, transportation, features, and cruise",Product Management,Product Price Planning
Req,DLP,7.1,1.74,Product Pricing,Define Product Cost: Ability to capture per person pricing,Product Management,Product Price Planning
Req,DLP,7.1,3.11,Party,Provide the user the ability to associate a sales contract to an existing product.,Party Management,
Sub,DLP,7.2,Sub-Scenario 7.2,,Ferry,,
Req,DLP,7.2,1.41,Product,Provide the ability to create customer eligibility rules for the product offer process.,Product Management,Eligibility Rules
Req,DLP,7.2,1.42,Product,Provide the ability to create product combinability rules for the product offer process.,Product Management,Combinability Rules
Req,DLP,7.2,1.52,Inventory,"Provide the user with the ability to manually and systematically create transportation allotments.  Transportation allotment examples include air transportation, train transportation and rental car transportation).",Inventory Management,Transportation
Req,DLP,7.2,1.64,Inventory,"Provide the user the ability to create transportation profiles including air, train, car and other methods of transportation.",Product Management,Transportation
Req,DLP,7.2,1.73,Product Pricing,"Define Product Cost: Ability to build and change independent costs/margins/adjustments/restrictions for air, hotel, transportation, features, and cruise",Product Management,Product Price Planning
Req,DLP,7.2,1.74,Product Pricing,Define Product Cost: Ability to capture per person pricing,Product Management,Product Price Planning
Req,DLP,7.2,3.11,Party,Provide the user the ability to associate a sales contract to an existing product.,Party Management,
Scenario,WDW,8.0,Scenario 8.0 (WPBMan5),,Manual Product Load of Component - WDW DME Stand Alone for Room Only Bookings,,
Sub,WDW,8.1,Sub-Scenario 8.1 (WPBMan5.1),,Create a Component - WDW DME Stand Alone for Room Only Bookings,,
Req,WDW,8.1,1.02,Assets,"Provide user with the ability to manage assets (create/duplicate, search, display, update, deactivate/reactivate based on asset features, attributes and characteristics (i.e. asset name, asset type, asset category, etc).",Product Management,Asset Management
Req,WDW,8.1,1.04,Product,"Provide user with the ability to manage products (create/duplicate, search, display, update, deactivate/reactivate based on product features, attributes and characteristics (i.e. product name, product type, product category, etc).",Product Management,Product Set-up
Req,WDW,8.1,1.07,Product,"Provide the ability to assign and unassign product attributes, categories, classifications, and features to products for product management and fulfillment purposes.",Product Management,Product Set-up
Req,WDW,8.1,1.09,Product,Provide the ability to associate and deassociate product content to a product to provide better understanding to both internal and external consumers.,Product Management,Product Set-up
Req,WDW,8.1,1.10,Product,"Provide the ability to integrate transportation products (such as air, train, car rental, ground transportation) to be leveraged and used in the product offering portfolio.",Transportation and Procurement,Third-party Products
Req,WDW,8.1,1.17,Product,"Provide an interface that allows for the user to create and manage sales date definitions for a single product supporting continuous sales dates, gaps between sales dates and preventing disparate same date definitions.",Product Management,Product Sales Dates
Req,WDW,8.1,1.20,Product,"Provide an interface that allows for the user to create and manage fulfillment date definitions for a single product supporting continuous fulfillment dates, gaps between sales dates and preventing disparate same date definitions.",Product Management,Product Fulfillment Dates
Req,WDW,8.1,1.24,Product,"Provide an interface that allows the user to create and administer business rules for accounting, pricing and sales order management activities.",Product Management,Business Rules
Req,WDW,8.1,1.27,Pricing,"Provide the ability to define and manage a unique price for a stand-alone product, a package of products and procured products.",Product Management,Pricing
Req,WDW,8.1,1.33,Product,"Provide the ability to create a product offering for a single stand-alone product, a package of multiple products and procured products.",Product Management,Product Offer
Req,WDW,8.1,1.41,Product,Provide the ability to create customer eligibility rules for the product offer process.,Product Management,Eligibility Rules
Req,WDW,8.1,1.50,Inventory,Provide the user with the ability to manually define inventory availability rules for an individual inventory item or a group of inventory items.,Inventory Management,Inventory Configuration
Req,WDW,8.1,1.52,Inventory,"Provide the user with the ability to manually and systematically create transportation allotments.  Transportation allotment examples include air transportation, train transportation and rental car transportation).",Inventory Management,Transportation
Req,WDW,8.1,3.11,Party,Provide the user the ability to associate a sales contract to an existing product.,Party Management,
Req,WDW,8.1,5.06,Sales Management,Provide an interface that allows the user to administer sales contracts in order to appropriately fulfill sales orders.,Order Management,Manage Sales Orders
Sub,WDW,8.2,Sub-Scenario 8.2 (WBookMan5.2),,"Book the  DME Transfer component and the reservation should be in a ""to be invoiced"" status",,
Req,WDW,8.2,1.11,Product,"Provide the user with a lookup / search function to look up stand-alone Products and Package Products based on key product features, attributes and characteristics.",Order Management,Product Bundling
Req,WDW,8.2,1.36,Product,"Provide the user with a product offering lookup / search function to look up product offerings based on a range of characteristics (i.e. product offering name, product association, etc).",Order Management,Product Offer
Req,WDW,8.2,1.53,Inventory,"Provide user with a lookup / search function to look up transportation allotments based on types of transportation allotment (air, train and rental car).",Inventory Management,Transportation
Req,WDW,8.2,4.01,Offer,Provide an accessible interface that allows the ability to search availability based on guest preferences or parameters.,Inventory Management,Search Availability based on Guest Preferences or Parameters
Req,WDW,8.2,4.03,Offer,Provide the user the ability to search availability by specific dates and a single or combination of product types. ,Inventory Management,"Search Dates and a Single Product Type or Combination of Product Types (Accommodation, Food & Beverage, Admissions, Services, Etc.) "
Req,WDW,8.2,4.09,Offer,Provide the ability for a user to select single or multiple sales offers to continue for booking.,Order Management,Offer Selection
Req,WDW,8.2,5.26,Sales Management,Provide an interface that allows the user to book a reservation.,Order Management,Manage Reservations
Scenario,DLR,9.0,Scenario 9.0 (DBook1),,"Costco Package validating direct consumer, dining, theme park tickets, gift card, travel and component modifications",,
Sub,DLR,9.1,Sub-Scenario 9.1 (DBook1.1),,"Booking Package that is built under a unique entity ""Costco"", validating direct consumer, a dining component, theme park ticket, and gift card",,
Req,DLR,9.1,1.11,Product,"Provide the user with a lookup / search function to look up stand-alone Products and Package Products based on key product features, attributes and characteristics.",Order Management,Product Bundling
Req,DLR,9.1,1.12,Product,Provide the user with a lookup / search function to look up product availability for a defined product.,Inventory Management,Product Bundling
Req,DLR,9.1,1.15,Product,Provide the ability to associate a product to one or more assets to manage availability needs of an order.,Product Management,Product Set-up
Req,DLR,9.1,1.17,Product,"Provide an interface that allows for the user to create and manage sales date definitions for a single product supporting continuous sales dates, gaps between sales dates and preventing disparate same date definitions.",Product Management,Product Sales Dates
Req,DLR,9.1,1.18,Product,Provide user with a lookup / search function to look up sales date definitions for a specific product or group of products.,Order Management,Product Sales Dates
Req,DLR,9.1,1.19,Product,"Provide an interface that allows a user to locate, update, delete and save a sales date for a specific product.",Product Management,Product Sales Dates
Req,DLR,9.1,1.20,Product,"Provide an interface that allows for the user to create and manage fulfillment date definitions for a single product supporting continuous fulfillment dates, gaps between sales dates and preventing disparate same date definitions.",Product Management,Product Fulfillment Dates
Req,DLR,9.1,1.21,Product,Provide user with a lookup / search function to look up fulfillment date definitions for a specific product or group of products.,Order Management,Product Fulfillment Dates
Req,DLR,9.1,1.25,Product,"Provide the ability to administer accounting-based business rules to include configuration, deposit, payment and pricing set up.",Product Management,Business Rules
Req,DLR,9.1,1.28,Pricing,"Provide the ability to define and configure the price of a product based on multiple product dimensions such as, but not limited to, buyer type, seller type, sales dates and fulfillment dates.",Product Management,Pricing
Req,DLR,9.1,1.29,Pricing,"Provide the ability to define and manage a specific price markup per single product, package of products or a procured product.",Product Management,Pricing
Req,DLR,9.1,1.32,Pricing,"Provide the ability to support multiple tax rates when defining the price of a single product, package of products or a procured product.",Product Management,Globalization
Req,DLR,9.1,1.36,Product,"Provide the user with a product offering lookup / search function to look up product offerings based on a range of characteristics (i.e. product offering name, product association, etc).",Order Management,Product Offer
Req,DLR,9.1,1.37,Product,"Provide an interface that allows a user to locate, update and save a product offering.",Product Management,Product Offer
Req,DLR,9.1,1.38,Product,"Provide an interface that allows the user to create and administer business rules for sales offers, booking, modifications, cancellations, deposits and other related accounting and sales order management activities.",Product Management,Business Rules
Req,DLR,9.1,1.41,Product,Provide the ability to create customer eligibility rules for the product offer process.,Product Management,Eligibility Rules
Req,DLR,9.1,1.59,Inventory,Provide the ability to manually and systematically search inventory availability for a specific inventory item or a group of inventory items. ,Inventory Management,Availability
Req,DLR,9.1,1.61,Inventory,Provide an interface that allows the administration of inventory revenue controls,Inventory Management,Inventory Revenue Control
Req,DLR,9.1,1.69,Inventory,"Provide the ability to set up and manage country, province, territory and state codes in accordance to existing structure and/or ISO Country standards to support downstream processes.",Product Management,Globalization
Req,DLR,9.1,2.01,Party,"Provide the user the ability to create, set up and manage the profile information of a customer or agent that is an individual person",Party Management,Individual
Req,DLR,9.1,2.08,Party,Provide the user the ability to create and set up a vendor profile for external partners.,Party Management,Organization
Req,DLR,9.1,2.14,Party,"Provide an interface that allows for the user to create and manage seller types (search, update, delete). Ex.: call center, online, wholesaler. 
",Party Management,Seller Types
Req,DLR,9.1,2.15,Party,"Provide an interface that allows for the user to create and manage buyer types (search, update, delete). Ex.: Florida Resident, Passholder, Cast member, etc.
",Party Management,Buyer Types
Req,DLR,9.1,4.01,Offer,Provide an accessible interface that allows the ability to search availability based on guest preferences or parameters.,Inventory Management,Search Availability based on Guest Preferences or Parameters
Req,DLR,9.1,4.02,Offer,Provide the user the ability to search availability by specific dates and a specific product.,Inventory Management,Search Dates and a Specific Product 
Req,DLR,9.1,4.03,Offer,Provide the user the ability to search availability by specific dates and a single or combination of product types. ,Inventory Management,"Search Dates and a Single Product Type or Combination of Product Types (Accommodation, Food & Beverage, Admissions, Services, Etc.) "
Req,DLR,9.1,4.04,Offer,Provide an interface that allows the user to shop for products and obtain pricing.,Order Management,Shop for Product
Req,DLR,9.1,4.05,Offer,Provide the user the ability to add individual or pre-bundled products to an order or package.,Order Management,Add Individual Products
Req,DLR,9.1,4.06,Offer,Provide an interface that allows a user to locate product availability.,Order Management,Search Product Availability
Req,DLR,9.1,4.07,Offer,Provide the user the ability to quote a price for a specific offer based on the selection of products and applicable revenue management controls.,Order Management,Quote Price for Product Offer
Req,DLR,9.1,4.09,Offer,Provide the ability for a user to select single or multiple sales offers to continue for booking.,Order Management,Offer Selection
Req,DLR,9.1,5.06,Sales Management,Provide an interface that allows the user to administer sales contracts in order to appropriately fulfill sales orders.,Order Management,Manage Sales Orders
Req,DLR,9.1,5.08,Sales Management,"Provide the ability for an offer set to be influenced by the unique combinations of seller eligibility, buyer affiliations and combinability rules from multiple sources.",Order Management,Manage Sales Orders
Req,DLR,9.1,5.12,Sales Management,Provide the ability to store a sales item's cost and sale price information in order to accurately track margin information.,Order Management,Manage Sales Orders
Req,DLR,9.1,5.25,Sales Management,"Provide an interface that allows the user to manage retail sales including tickets, shows, meal plans and others.",Order Management,Manage Retail Sales
Req,DLR,9.1,5.26,Sales Management,Provide an interface that allows the user to book a reservation.,Order Management,Manage Reservations
